timestamp,ue_rate,pdu_active,throughput_mbps,cpu_percent,memory_percent
2026-01-01 00:36:30,0.438,8.4,57.24,39.43,52.36
2026-01-01 00:37:00,0.542,7.3,52.7,41.91,50.44
2026-01-01 00:37:30,0.383,8.8,64.13,35.21,50.16
2026-01-01 00:38:00,0.684,9.3,74.44,35.83,49.18
2026-01-01 00:38:30,0.527,8.7,68.69,41.89,52.46
2026-01-01 00:39:00,0.572,6.4,49.9,35.15,46.79
2026-01-01 00:39:30,0.645,8.7,61.76,37.58,51.64
2026-01-01 00:40:00,0.599,8.4,69.39,35.09,52.47
2026-01-01 00:40:30,0.666,9.5,81.3,39.03,51.61
2026-01-01 00:41:00,0.728,8.4,64.19,41.22,45.08
2026-01-01 00:41:30,0.585,9.4,75.68,39.77,51.81
2026-01-01 00:42:00,0.768,8.7,75.93,43.98,50.45
2026-01-01 00:42:30,0.479,7.4,60.36,32.81,49.51
2026-01-01 00:43:00,0.551,8.4,65.6,39.85,50.27
2026-01-01 00:43:30,0.4,8.2,73.51,34.63,52.11
2026-01-01 00:44:00,0.485,6.0,47.3,33.95,47.6
2026-01-01 00:44:30,0.484,7.2,66.42,42.14,51.03
2026-01-01 00:45:00,0.72,7.8,59.71,37.06,48.59
2026-01-01 00:45:30,0.711,9.1,71.79,40.36,50.57
2026-01-01 00:46:00,0.379,8.9,71.17,41.49,51.4
2026-01-01 00:46:30,0.648,8.7,67.99,40.31,51.21
2026-01-01 00:47:00,0.244,8.0,58.98,37.1,48.79
2026-01-01 00:47:30,0.61,7.0,68.37,37.01,46.37
2026-01-01 00:48:00,0.851,7.6,66.11,40.53,49.24
2026-01-01 00:48:30,0.387,8.3,69.24,36.33,51.12
2026-01-01 00:49:00,0.434,8.9,72.03,34.48,51.66
2026-01-01 00:49:30,0.797,9.8,82.21,36.83,53.79
2026-01-01 00:50:00,0.546,9.6,78.97,39.27,49.1
2026-01-01 00:50:30,0.558,8.0,57.32,36.53,49.11
2026-01-01 00:51:00,0.539,8.1,63.31,38.94,51.12
2026-01-01 00:51:30,0.451,8.7,67.63,36.15,49.23
2026-01-01 00:52:00,0.689,6.5,52.25,31.66,47.97
2026-01-01 00:52:30,0.502,7.6,71.17,35.8,49.11
2026-01-01 00:53:00,0.719,9.3,74.22,40.42,50.19
2026-01-01 00:53:30,0.522,8.0,60.74,39.11,47.99
2026-01-01 00:54:00,0.531,5.7,43.36,30.15,47.54
2026-01-01 00:54:30,0.579,8.4,62.6,36.98,49.37
2026-01-01 00:55:00,0.644,8.3,70.74,38.64,47.49
2026-01-01 00:55:30,0.746,7.8,58.31,39.11,47.61
2026-01-01 00:56:00,0.698,6.8,51.2,31.75,49.98
2026-01-01 00:56:30,0.39,8.3,67.75,35.6,49.73
2026-01-01 00:57:00,0.509,8.1,68.72,38.63,48.2
2026-01-01 00:57:30,0.623,7.3,58.46,37.92,48.99
2026-01-01 00:58:00,0.369,8.1,77.23,34.48,50.01
2026-01-01 00:58:30,0.732,8.1,69.56,37.49,48.92
2026-01-01 00:59:00,0.497,7.2,61.92,37.32,47.5
2026-01-01 00:59:30,0.761,8.6,75.74,41.95,49.41
2026-01-01 01:00:00,0.248,8.3,66.84,29.27,50.02
2026-01-01 01:00:30,0.458,7.5,60.62,35.41,49.22
2026-01-01 01:01:00,0.626,9.0,83.39,37.89,53.06
2026-01-01 01:01:30,0.619,8.2,62.29,37.41,51.67
2026-01-01 01:02:00,0.806,7.4,62.77,30.94,48.57
2026-01-01 01:02:30,0.473,8.4,70.24,43.47,51.66
2026-01-01 01:03:00,0.706,8.7,76.28,40.11,51.01
2026-01-01 01:03:30,0.55,8.2,64.04,33.29,50.12
2026-01-01 01:04:00,0.552,9.2,69.4,38.0,52.92
2026-01-01 01:04:30,0.458,7.9,59.0,30.96,47.5
2026-01-01 01:05:00,0.577,7.3,47.54,35.21,48.19
2026-01-01 01:05:30,0.494,6.3,51.18,35.07,44.95
2026-01-01 01:06:00,0.531,8.5,59.62,37.98,50.04
2026-01-01 01:06:30,0.274,7.7,65.36,36.58,52.27
2026-01-01 01:07:00,0.316,8.1,61.08,33.38,52.14
2026-01-01 01:07:30,0.593,7.2,66.75,38.3,51.32
2026-01-01 01:08:00,0.433,7.9,66.28,34.13,47.58
2026-01-01 01:08:30,0.432,8.9,69.87,40.57,49.57
2026-01-01 01:09:00,0.654,8.8,68.65,41.12,49.78
2026-01-01 01:09:30,0.448,7.2,56.7,32.16,45.62
2026-01-01 01:10:00,0.584,10.1,81.14,38.45,52.33
2026-01-01 01:10:30,0.328,9.5,66.13,40.25,52.79
2026-01-01 01:11:00,0.919,8.4,65.61,42.0,49.73
2026-01-01 01:11:30,0.585,8.7,72.78,35.95,50.54
2026-01-01 01:12:00,0.204,5.9,47.46,29.97,47.67
2026-01-01 01:12:30,0.742,6.9,54.01,41.94,49.28
2026-01-01 01:13:00,0.618,9.0,72.9,42.54,50.91
2026-01-01 01:13:30,0.606,8.5,70.17,40.25,54.31
2026-01-01 01:14:00,0.537,7.5,54.8,35.03,48.42
2026-01-01 01:14:30,0.59,9.4,70.21,38.55,48.46
2026-01-01 01:15:00,0.494,8.8,66.6,40.68,48.75
2026-01-01 01:15:30,0.527,8.6,64.84,38.35,51.9
2026-01-01 01:16:00,0.616,8.9,72.42,39.53,51.36
2026-01-01 01:16:30,0.788,7.3,55.22,40.95,48.94
2026-01-01 01:17:00,0.627,8.3,68.8,39.67,47.88
2026-01-01 01:17:30,0.581,9.7,81.07,42.4,51.94
2026-01-01 01:18:00,0.267,7.0,64.7,30.88,47.83
2026-01-01 01:18:30,0.595,9.7,80.04,46.05,53.76
2026-01-01 01:19:00,0.694,7.1,58.4,34.5,49.25
2026-01-01 01:19:30,0.287,8.1,62.65,34.25,51.9
2026-01-01 01:20:00,0.614,7.6,57.61,39.1,49.26
2026-01-01 01:20:30,0.37,6.9,67.35,31.38,49.01
2026-01-01 01:21:00,0.495,8.3,62.86,36.6,48.68
2026-01-01 01:21:30,0.51,8.8,65.0,34.82,49.27
2026-01-01 01:22:00,0.808,8.8,63.68,36.28,48.19
2026-01-01 01:22:30,0.602,8.6,64.73,38.81,52.03
2026-01-01 01:23:00,0.536,8.2,66.15,35.99,50.33
2026-01-01 01:23:30,0.532,7.8,55.55,36.46,48.26
2026-01-01 01:24:00,0.554,8.1,67.41,41.09,51.72
2026-01-01 01:24:30,0.3,6.4,66.12,34.59,47.36
2026-01-01 01:25:00,0.446,5.7,53.47,35.28,47.58
2026-01-01 01:25:30,0.506,9.3,73.78,41.76,49.37
2026-01-01 01:26:00,0.546,7.3,52.66,35.55,51.62
2026-01-01 01:26:30,0.44,8.0,55.85,38.19,49.07
2026-01-01 01:27:00,0.509,6.8,46.51,34.9,48.73
2026-01-01 01:27:30,0.451,8.7,67.73,40.71,51.93
2026-01-01 01:28:00,0.614,7.8,50.78,38.01,46.24
2026-01-01 01:28:30,0.605,7.1,61.35,37.24,48.3
2026-01-01 01:29:00,0.673,10.6,92.14,46.87,53.24
2026-01-01 01:29:30,0.59,8.1,57.35,40.15,52.7
2026-01-01 01:30:00,0.488,8.5,71.88,40.32,51.4
2026-01-01 01:30:30,0.592,7.4,66.26,34.43,48.22
2026-01-01 01:31:00,0.647,7.3,55.86,38.01,47.85
2026-01-01 01:31:30,0.614,8.5,62.76,45.19,50.55
2026-01-01 01:32:00,0.548,7.6,53.87,38.9,47.31
2026-01-01 01:32:30,0.669,6.7,46.95,36.91,45.88
2026-01-01 01:33:00,0.355,7.6,61.93,34.07,46.3
2026-01-01 01:33:30,0.671,7.6,54.48,37.01,49.52
2026-01-01 01:34:00,0.509,9.9,84.82,38.31,52.64
2026-01-01 01:34:30,0.358,8.2,66.67,43.86,48.77
2026-01-01 01:35:00,0.414,9.8,83.14,35.93,51.8
2026-01-01 01:35:30,0.612,8.4,64.17,38.76,50.95
2026-01-01 01:36:00,0.548,9.3,74.64,37.77,52.37
2026-01-01 01:36:30,0.446,7.3,52.63,37.42,48.59
2026-01-01 01:37:00,0.481,8.5,76.68,39.35,47.82
2026-01-01 01:37:30,0.681,8.4,71.54,37.86,51.66
2026-01-01 01:38:00,0.483,8.5,68.28,34.26,49.43
2026-01-01 01:38:30,0.62,7.5,53.76,38.06,51.23
2026-01-01 01:39:00,0.583,7.3,59.04,33.16,49.45
2026-01-01 01:39:30,0.307,8.4,72.16,30.65,49.85
2026-01-01 01:40:00,0.1,6.9,53.69,29.73,47.41
2026-01-01 01:40:30,0.663,7.5,60.48,42.95,48.64
2026-01-01 01:41:00,0.534,8.8,66.39,42.56,49.13
2026-01-01 01:41:30,0.253,6.7,59.63,32.19,47.76
2026-01-01 01:42:00,0.531,6.1,41.68,35.41,46.04
2026-01-01 01:42:30,0.706,6.3,55.04,33.48,47.34
2026-01-01 01:43:00,0.411,7.7,58.85,35.89,49.99
2026-01-01 01:43:30,0.525,8.3,71.26,33.83,50.23
2026-01-01 01:44:00,0.429,8.3,65.14,36.35,50.65
2026-01-01 01:44:30,0.336,7.4,56.1,32.86,51.26
2026-01-01 01:45:00,0.551,8.4,63.91,38.63,50.58
2026-01-01 01:45:30,0.543,9.3,75.36,40.4,53.97
2026-01-01 01:46:00,0.359,9.6,67.49,34.85,52.19
2026-01-01 01:46:30,0.855,8.3,63.4,36.44,49.86
2026-01-01 01:47:00,0.493,7.7,57.23,39.73,50.6
2026-01-01 01:47:30,0.626,6.5,55.07,41.14,48.86
2026-01-01 01:48:00,0.497,8.0,65.23,37.71,48.36
2026-01-01 01:48:30,0.495,8.0,60.77,33.59,50.07
2026-01-01 01:49:00,0.567,8.3,69.24,36.41,50.8
2026-01-01 01:49:30,0.75,9.2,71.79,40.59,52.33
2026-01-01 01:50:00,0.369,7.8,58.49,38.55,48.36
2026-01-01 01:50:30,0.348,8.0,71.43,33.56,48.51
2026-01-01 01:51:00,0.889,6.7,60.17,36.62,46.62
2026-01-01 01:51:30,0.405,7.3,61.17,34.98,50.22
2026-01-01 01:52:00,0.659,9.2,70.29,36.52,51.77
2026-01-01 01:52:30,0.403,6.3,58.87,33.21,49.56
2026-01-01 01:53:00,0.486,7.8,58.43,36.12,47.48
2026-01-01 01:53:30,0.713,8.3,67.05,41.77,49.88
2026-01-01 01:54:00,0.409,7.5,63.63,35.23,46.86
2026-01-01 01:54:30,0.27,6.3,41.81,33.16,49.03
2026-01-01 01:55:00,0.609,8.7,70.78,36.79,51.06
2026-01-01 01:55:30,0.493,7.3,61.83,31.38,46.58
2026-01-01 01:56:00,0.363,7.6,68.79,35.49,49.04
2026-01-01 01:56:30,0.146,8.6,72.08,31.51,50.99
2026-01-01 01:57:00,0.285,8.1,63.38,31.71,49.43
2026-01-01 01:57:30,0.236,8.7,73.94,35.03,50.59
2026-01-01 01:58:00,0.445,6.7,57.2,37.62,48.44
2026-01-01 01:58:30,0.411,9.3,82.63,38.48,52.2
2026-01-01 01:59:00,0.241,7.6,58.5,35.45,50.89
2026-01-01 01:59:30,0.698,8.1,63.2,39.41,50.04
2026-01-01 02:00:00,0.494,7.6,64.3,36.19,51.37
2026-01-01 02:00:30,0.727,6.8,54.66,32.8,48.15
2026-01-01 02:01:00,0.647,10.0,84.62,42.12,52.66
2026-01-01 02:01:30,0.754,7.8,51.83,44.01,51.64
2026-01-01 02:02:00,0.36,9.6,73.55,36.65,52.15
2026-01-01 02:02:30,0.655,6.3,59.97,29.51,48.71
2026-01-01 02:03:00,0.594,7.3,65.51,35.92,47.39
2026-01-01 02:03:30,0.471,7.5,63.34,38.05,46.37
2026-01-01 02:04:00,0.311,8.6,65.44,36.77,50.11
2026-01-01 02:04:30,0.73,7.8,62.42,44.43,51.15
2026-01-01 02:05:00,0.45,8.3,71.52,36.46,46.97
2026-01-01 02:05:30,0.474,7.8,54.97,39.8,49.68
2026-01-01 02:06:00,0.348,8.7,71.24,35.41,50.0
2026-01-01 02:06:30,0.721,7.6,58.86,34.01,49.65
2026-01-01 02:07:00,0.458,9.6,82.26,35.81,51.26
2026-01-01 02:07:30,0.398,7.7,71.47,34.0,50.59
2026-01-01 02:08:00,0.54,8.0,67.8,36.49,50.13
2026-01-01 02:08:30,0.495,9.0,75.05,38.24,47.85
2026-01-01 02:09:00,0.427,7.4,56.54,37.44,45.81
2026-01-01 02:09:30,0.46,8.2,64.15,30.42,48.59
2026-01-01 02:10:00,0.723,8.8,72.19,39.15,49.54
2026-01-01 02:10:30,0.564,7.4,68.06,34.54,49.3
2026-01-01 02:11:00,0.539,9.1,73.07,43.37,48.69
2026-01-01 02:11:30,0.195,6.2,49.33,30.78,47.18
2026-01-01 02:12:00,0.458,6.7,55.45,33.26,49.3
2026-01-01 02:12:30,0.319,8.8,67.22,38.58,52.4
2026-01-01 02:13:00,0.212,7.9,58.59,32.26,50.57
2026-01-01 02:13:30,0.461,10.4,82.35,43.32,53.8
2026-01-01 02:14:00,0.519,8.8,58.58,36.9,48.18
2026-01-01 02:14:30,0.524,8.0,60.11,39.14,48.79
2026-01-01 02:15:00,0.294,9.4,73.1,36.34,52.44
2026-01-01 02:15:30,0.207,8.7,68.69,30.0,46.17
2026-01-01 02:16:00,0.148,8.8,69.9,32.93,50.11
2026-01-01 02:16:30,0.356,6.8,51.69,33.07,50.03
2026-01-01 02:17:00,0.487,8.0,67.08,37.37,46.66
2026-01-01 02:17:30,0.38,7.3,61.2,36.09,46.22
2026-01-01 02:18:00,0.689,7.3,56.72,36.78,49.81
2026-01-01 02:18:30,0.643,9.4,80.07,38.65,49.55
2026-01-01 02:19:00,0.547,7.5,64.24,39.26,49.87
2026-01-01 02:19:30,0.532,8.2,69.83,30.89,53.82
2026-01-01 02:20:00,0.545,7.4,54.49,38.02,47.16
2026-01-01 02:20:30,0.62,8.3,61.67,39.59,52.03
2026-01-01 02:21:00,0.41,6.6,53.11,37.57,47.9
2026-01-01 02:21:30,0.819,8.4,70.17,38.21,49.79
2026-01-01 02:22:00,0.748,7.7,57.12,38.4,49.7
2026-01-01 02:22:30,0.456,7.8,55.82,44.64,51.81
2026-01-01 02:23:00,0.524,8.7,61.95,41.78,51.88
2026-01-01 02:23:30,0.779,7.7,66.39,38.23,49.04
2026-01-01 02:24:00,0.714,6.5,43.74,35.11,44.7
2026-01-01 02:24:30,0.587,8.0,49.28,36.81,49.4
2026-01-01 02:25:00,0.565,9.0,69.32,36.16,49.91
2026-01-01 02:25:30,0.346,9.6,77.13,40.96,53.34
2026-01-01 02:26:00,0.732,8.9,64.88,37.41,48.24
2026-01-01 02:26:30,0.677,6.0,49.02,38.19,49.35
2026-01-01 02:27:00,0.311,8.2,66.34,35.11,49.82
2026-01-01 02:27:30,0.592,7.7,53.59,36.14,48.89
2026-01-01 02:28:00,0.609,7.7,60.65,37.76,49.05
2026-01-01 02:28:30,0.538,9.0,78.42,38.06,48.97
2026-01-01 02:29:00,0.773,9.8,80.69,46.01,51.27
2026-01-01 02:29:30,0.353,8.4,73.61,35.48,48.76
2026-01-01 02:30:00,0.292,6.3,50.72,32.52,50.0
2026-01-01 02:30:30,0.488,8.3,66.03,35.16,48.9
2026-01-01 02:31:00,0.305,8.5,67.59,35.53,48.9
2026-01-01 02:31:30,0.381,9.7,90.51,41.58,50.5
2026-01-01 02:32:00,0.629,9.9,75.07,38.68,52.53
2026-01-01 02:32:30,0.465,7.3,57.39,35.14,50.7
2026-01-01 02:33:00,0.618,9.3,69.86,43.91,50.14
2026-01-01 02:33:30,0.479,8.9,71.34,34.88,53.5
2026-01-01 02:34:00,0.539,7.8,50.08,35.32,51.27
2026-01-01 02:34:30,0.582,8.0,64.3,40.95,50.71
2026-01-01 02:35:00,0.266,8.1,60.54,35.36,48.94
2026-01-01 02:35:30,0.44,8.9,62.27,38.51,51.41
2026-01-01 02:36:00,0.5,7.7,63.27,41.8,49.06
2026-01-01 02:36:30,0.401,9.6,83.64,37.77,52.86
2026-01-01 02:37:00,0.185,7.8,63.6,37.04,50.42
2026-01-01 02:37:30,0.394,6.7,54.54,29.8,46.45
2026-01-01 02:38:00,0.521,9.1,79.84,35.39,51.98
2026-01-01 02:38:30,0.571,9.2,78.83,38.73,53.55
2026-01-01 02:39:00,0.55,7.8,69.74,44.83,48.89
2026-01-01 02:39:30,0.682,8.0,65.65,38.05,49.88
2026-01-01 02:40:00,0.266,9.3,72.09,38.98,49.53
2026-01-01 02:40:30,0.335,8.7,72.85,43.23,53.61
2026-01-01 02:41:00,0.349,8.0,61.15,32.06,48.74
2026-01-01 02:41:30,0.521,9.9,78.66,40.27,53.86
2026-01-01 02:42:00,0.497,7.0,55.79,35.71,50.22
2026-01-01 02:42:30,0.431,8.4,69.46,36.05,48.85
2026-01-01 02:43:00,0.662,6.7,51.06,39.27,47.3
2026-01-01 02:43:30,0.31,6.5,44.88,34.63,46.04
2026-01-01 02:44:00,0.771,8.5,65.73,40.62,50.73
2026-01-01 02:44:30,0.6,8.0,52.13,38.03,50.81
2026-01-01 02:45:00,0.708,7.1,61.52,37.14,48.88
2026-01-01 02:45:30,0.497,9.0,71.46,44.92,51.53
2026-01-01 02:46:00,0.391,8.5,71.12,37.37,50.17
2026-01-01 02:46:30,0.47,8.8,69.85,40.73,50.64
2026-01-01 02:47:00,0.618,7.0,55.41,37.07,47.22
2026-01-01 02:47:30,0.459,7.5,61.33,37.06,49.9
2026-01-01 02:48:00,0.723,8.6,75.86,37.15,51.56
2026-01-01 02:48:30,0.681,8.1,58.35,35.85,52.22
2026-01-01 02:49:00,0.916,8.4,66.67,37.33,48.19
2026-01-01 02:49:30,0.699,8.5,71.97,36.43,51.1
2026-01-01 02:50:00,0.663,8.6,69.79,35.83,50.69
2026-01-01 02:50:30,0.413,8.2,61.3,36.75,51.11
2026-01-01 02:51:00,0.668,7.5,62.29,40.61,51.12
2026-01-01 02:51:30,0.491,7.9,66.15,39.07,48.02
2026-01-01 02:52:00,0.663,9.4,69.83,40.57,49.37
2026-01-01 02:52:30,0.393,7.4,62.72,38.98,49.91
2026-01-01 02:53:00,0.537,8.3,62.02,36.7,51.41
2026-01-01 02:53:30,0.36,8.8,65.35,31.75,49.7
2026-01-01 02:54:00,0.4,8.6,67.67,36.43,49.84
2026-01-01 02:54:30,0.405,7.3,58.06,38.2,50.31
2026-01-01 02:55:00,0.561,8.9,70.57,37.39,52.15
2026-01-01 02:55:30,0.47,6.6,45.28,37.23,50.49
2026-01-01 02:56:00,0.579,9.1,73.19,37.19,50.5
2026-01-01 02:56:30,0.556,7.7,71.62,34.71,48.4
2026-01-01 02:57:00,0.483,9.0,75.61,35.49,49.54
2026-01-01 02:57:30,0.414,7.5,60.62,31.04,48.64
2026-01-01 02:58:00,0.669,8.2,64.0,32.89,50.56
2026-01-01 02:58:30,0.517,6.5,45.21,34.36,48.7
2026-01-01 02:59:00,0.975,7.5,65.49,48.55,48.92
2026-01-01 02:59:30,0.599,6.9,52.73,38.29,47.03
2026-01-01 03:00:00,0.646,8.3,66.84,42.33,49.69
2026-01-01 03:00:30,0.661,9.3,72.92,40.59,52.25
2026-01-01 03:01:00,0.447,5.5,37.42,29.79,47.63
2026-01-01 03:01:30,0.501,7.6,57.22,41.89,50.5
2026-01-01 03:02:00,0.506,6.9,64.3,37.61,47.44
2026-01-01 03:02:30,0.484,6.9,63.93,36.41,46.86
2026-01-01 03:03:00,0.49,8.0,63.7,33.87,49.85
2026-01-01 03:03:30,0.542,10.7,91.27,35.1,51.95
2026-01-01 03:04:00,0.738,8.9,64.16,32.86,48.84
2026-01-01 03:04:30,0.612,9.1,78.0,37.93,53.32
2026-01-01 03:05:00,0.413,6.5,53.76,38.7,49.17
2026-01-01 03:05:30,0.347,7.9,66.54,39.07,50.14
2026-01-01 03:06:00,0.566,7.8,57.06,41.56,49.01
2026-01-01 03:06:30,0.643,9.0,75.59,41.4,50.47
2026-01-01 03:07:00,0.304,10.1,77.86,35.7,52.2
2026-01-01 03:07:30,0.425,9.2,74.43,40.81,50.11
2026-01-01 03:08:00,0.372,8.5,68.62,34.81,47.39
2026-01-01 03:08:30,0.248,11.1,85.84,41.67,53.32
2026-01-01 03:09:00,0.564,9.4,77.28,43.46,52.27
2026-01-01 03:09:30,0.377,9.8,84.19,38.77,52.35
2026-01-01 03:10:00,0.573,7.4,66.32,33.86,49.96
2026-01-01 03:10:30,0.466,8.1,65.86,31.81,50.76
2026-01-01 03:11:00,0.508,9.2,72.62,40.93,49.49
2026-01-01 03:11:30,0.429,7.4,58.31,34.93,48.45
2026-01-01 03:12:00,0.617,7.2,61.38,36.96,49.57
2026-01-01 03:12:30,0.363,8.2,54.02,28.5,49.58
2026-01-01 03:13:00,0.665,9.8,74.66,38.86,50.46
2026-01-01 03:13:30,0.518,9.3,68.35,38.72,51.85
2026-01-01 03:14:00,0.511,8.6,69.39,32.84,50.24
2026-01-01 03:14:30,0.706,8.2,62.92,39.87,53.66
2026-01-01 03:15:00,0.738,7.2,64.7,38.7,47.86
2026-01-01 03:15:30,0.442,8.8,62.87,39.74,51.89
2026-01-01 03:16:00,0.687,8.0,66.95,37.77,50.23
2026-01-01 03:16:30,0.673,7.5,60.66,37.94,50.56
2026-01-01 03:17:00,0.684,9.7,76.55,41.31,50.49
2026-01-01 03:17:30,0.788,8.7,73.03,45.23,50.58
2026-01-01 03:18:00,0.486,7.9,71.3,40.07,51.33
2026-01-01 03:18:30,0.602,9.1,71.81,39.49,50.61
2026-01-01 03:19:00,0.47,9.9,82.29,41.07,52.67
2026-01-01 03:19:30,0.62,7.3,61.32,33.79,49.55
2026-01-01 03:20:00,0.618,7.8,63.31,34.58,50.47
2026-01-01 03:20:30,0.75,8.7,67.14,41.11,47.78
2026-01-01 03:21:00,0.553,7.2,61.64,42.78,49.59
2026-01-01 03:21:30,0.565,8.3,71.07,36.7,47.53
2026-01-01 03:22:00,0.551,8.9,68.6,41.15,46.05
2026-01-01 03:22:30,0.444,8.6,71.34,35.48,48.1
2026-01-01 03:23:00,0.705,8.5,64.1,38.74,51.09
2026-01-01 03:23:30,0.229,6.6,53.35,28.12,45.1
2026-01-01 03:24:00,0.607,8.3,62.99,42.48,48.87
2026-01-01 03:24:30,0.692,10.5,77.57,47.79,51.64
2026-01-01 03:25:00,0.682,8.7,66.7,40.01,48.98
2026-01-01 03:25:30,0.536,8.6,67.29,36.45,47.72
2026-01-01 03:26:00,0.343,7.3,56.71,32.89,49.33
2026-01-01 03:26:30,0.757,8.5,66.46,37.02,48.77
2026-01-01 03:27:00,0.66,8.2,61.19,36.3,51.47
2026-01-01 03:27:30,0.509,6.0,51.01,29.99,48.03
2026-01-01 03:28:00,0.746,8.0,61.76,45.71,49.08
2026-01-01 03:28:30,0.547,6.6,46.44,36.64,46.17
2026-01-01 03:29:00,0.517,9.2,71.39,42.04,50.03
2026-01-01 03:29:30,0.369,8.9,71.39,31.43,48.99
2026-01-01 03:30:00,0.506,8.4,66.68,35.2,49.61
